Symbol,Yearly_Change,Avg_Month_Change,Avg_Month_Volatile
MUKTAARTS.NS,16.54,1.38,24.02
MUNJALAU.NS,6.65,0.56,26.26
MUNJALSHOW.NS,4.9,0.41,22.19
MURUDCERA.NS,-9.68,-0.81,26.72
MUTHOOTCAP.NS,-8.88,-0.74,21.45
MUTHOOTFIN.NS,31.64,2.64,14.26
MUTHOOTMF.NS,-32.21,-2.68,15.74
MVGJL.NS,-36.32,-3.03,28.41
NACLIND.NS,-16.17,-1.35,21.16
NAGAFERT.NS,-23.43,-1.95,25.61
NAGREEKCAP.NS,97.84,8.15,36.18
NAGREEKEXP.NS,8.43,0.7,30.41
NAHARCAP.NS,-2.83,-0.23,20.06
NAHARINDUS.NS,12.64,1.05,20.07
NAHARPOLY.NS,35.47,2.96,27.27
NAHARSPING.NS,5.31,0.44,23.5
NAM-INDIA.NS,45.65,3.8,20.57
NARMADA.NS,5.94,0.49,31.27
NATCOPHARM.NS,48.43,4.04,17.44
NATHBIOGEN.NS,-9.61,-0.8,18.98
NATIONALUM.NS,40.91,3.41,24.15
NAUKRI.NS,41.79,3.48,14.2
NAVA.NS,90.24,7.52,26.38
NAVINFLUOR.NS,-16.98,-1.41,14.7
NAVKARCORP.NS,46.48,3.87,28.98
NAVNETEDUL.NS,-13.96,-1.16,14.29
NAZARA.NS,15.88,1.32,21.11
NBCC.NS,57.23,4.77,31.94
NBIFIN.NS,63.58,5.3,22.07
NCC.NS,42.41,3.53,23.31
NCLIND.NS,-6.59,-0.55,18.28
NDGL.NS,88.02,7.34,29.73
NDL.NS,60.64,5.05,34.8
NDLVENTURE.NS,-40.03,-3.34,24.6
NDRAUTO.NS,62.2,5.18,31.81
NDTV.NS,-53.43,-4.45,20.16
NECCLTD.NS,16.11,1.34,29.93
NECLIFE.NS,27.4,2.28,31.8
NELCAST.NS,-26.68,-2.22,21.5
NELCO.NS,53.86,4.49,27.42
NEOGEN.NS,33.96,2.83,24.45
NESCO.NS,0.73,0.06,16.02
NESTLEIND.NS,-21.49,-1.79,9.91
NETWEB.NS,81.23,6.77,26.36
NETWORK18.NS,-12.38,-1.03,23.75
NEULANDLAB.NS,107.85,8.99,31.6
NEWGEN.NS,63.83,5.32,30.02
NEXTMEDIA.NS,18.75,1.56,34.14
NFL.NS,27.47,2.29,29.48
NGIL.NS,-17.69,-1.47,31.71
NGLFINE.NS,-10.62,-0.89,22.9
NH.NS,2.07,0.17,13.18
NHPC.NS,12.85,1.07,23.42
NIACL.NS,0.11,0.01,26.49
NIBL.NS,-61.19,-5.1,30.44
NIITLTD.NS,56.8,4.73,28.13
NIITMTS.NS,2.9,0.24,18.42
NILAINFRA.NS,34.06,2.84,31.7
NILASPACES.NS,163.14,13.6,34.37
NILKAMAL.NS,-14.38,-1.2,12.33
NINSYS.NS,-26.7,-2.22,24.72
NIPPOBATRY.NS,-30.25,-2.52,22.58
NIRAJ.NS,39.81,3.32,32.05
NIRAJISPAT.NS,26.83,8.95,14.89
NITCO.NS,158.86,13.24,31.21
NITINSPIN.NS,34.44,2.87,21.31
NITIRAJ.NS,70.14,5.84,26.82
NIVABUPA.NS,0.83,0.83,47.96
NKIND.NS,73.52,6.13,29.53
NLCINDIA.NS,-11.58,-0.97,23.88
NMDC.NS,-2.0,-0.17,20.07
NOCIL.NS,-7.52,-0.63,18.35
NOIDATOLL.NS,65.41,5.45,31.84
NORBTEAEXP.NS,71.07,5.92,36.86
NORTHARC.NS,-31.86,-10.62,24.79
NOVAAGRI.NS,7.26,0.66,27.54
NRAIL.NS,-8.98,-0.75,23.91
NRBBEARING.NS,-22.6,-1.88,21.11
NRL.NS,47.22,3.93,31.64
NSIL.NS,78.99,6.58,29.7
NSLNISP.NS,-17.61,-1.47,22.56
NTL.NS,69.6,6.96,31.46
NTPC.NS,-3.48,-0.29,14.19
NTPCGREEN.NS,4.67,4.67,25.28
NUCLEUS.NS,-39.61,-3.3,25.5
NURECA.NS,-38.38,-3.2,22.36
NUVAMA.NS,57.55,4.79,24.28
NUVOCO.NS,-10.68,-0.89,14.18
NYKAA.NS,-5.12,-0.43,17.68
OAL.NS,9.16,0.76,25.65
OBCL.NS,-13.23,-1.1,22.72
OBEROIRLTY.NS,39.06,3.26,17.57
OCCL.NS,32.19,2.68,30.04
OCCLLTD.NS,21.33,10.66,36.49
OFSS.NS,121.5,10.13,23.46
OIL.NS,58.33,4.86,27.98
OILCOUNTUB.NS,100.87,8.41,35.08
OLAELEC.NS,-17.59,-4.4,33.23
OLECTRA.NS,6.71,0.56,22.43
OMAXAUTO.NS,67.85,5.65,25.62
OMAXE.NS,45.5,3.79,30.52
OMINFRAL.NS,12.07,1.01,33.77
OMKARCHEM.NS,-3.06,-0.26,28.57
ONELIFECAP.NS,26.48,2.21,40.46
ONEPOINT.NS,8.77,0.73,24.23
ONGC.NS,11.75,0.98,17.37
ONMOBILE.NS,-24.64,-2.05,26.51
ONWARDTEC.NS,-69.04,-5.75,20.63
OPTIEMUS.NS,92.26,7.69,32.37
ORBTEXP.NS,36.64,3.05,25.39
ORCHPHARMA.NS,98.06,8.17,29.61
ORICONENT.NS,12.42,1.04,29.35
ORIENTALTL.NS,-11.67,-0.97,39.73
ORIENTBELL.NS,-31.4,-2.62,16.87
ORIENTCEM.NS,35.82,2.99,26.29
ORIENTCER.NS,-6.86,-0.57,28.36
ORIENTELEC.NS,6.56,0.55,17.32
ORIENTHOT.NS,36.7,3.06,20.97
ORIENTLTD.NS,44.03,3.67,34.46
ORIENTPPR.NS,-2.75,-0.23,24.75
ORIENTTECH.NS,30.4,7.6,34.2
ORISSAMINE.NS,3.48,0.29,26.98
ORTEL.NS,106.08,8.84,30.58
ORTINGLOBE.NS,-20.86,-5.22,20.3
OSIAHYPER.NS,-9.92,-0.83,42.16
OSWALAGRO.NS,97.96,8.16,33.9
OSWALGREEN.NS,71.85,5.99,37.65
OSWALSEEDS.NS,-79.67,-6.64,36.27
PAGEIND.NS,23.33,1.94,11.67
PAISALO.NS,35.88,2.99,37.96
PAKKA.NS,44.99,3.75,29.9
PALASHSECU.NS,22.86,1.9,24.83
PALREDTEC.NS,-68.96,-5.74,32.89
PANACEABIO.NS,110.87,9.24,34.34
PANACHE.NS,132.05,11.0,35.34
PANAMAPET.NS,11.73,0.98,20.99
PANSARI.NS,84.34,7.03,32.95
PAR.NS,-4.74,-0.39,29.69
PARACABLES.NS,-2.32,-0.19,30.18
PARADEEP.NS,47.3,3.94,21.17
PARAGMILK.NS,-20.49,-1.71,22.62
PARAS.NS,35.96,3.0,29.71
PARKHOTELS.NS,-23.62,-2.36,19.64
PARSVNATH.NS,85.87,7.16,32.99
PASUPTAC.NS,18.48,1.54,28.69
PATANJALI.NS,8.81,0.73,18.42
PATELENG.NS,-25.27,-2.11,23.87
PATINTLOG.NS,10.76,0.9,27.2
PAVNAIND.NS,22.05,1.84,27.12
PAYTM.NS,69.27,5.77,31.22
PCBL.NS,77.14,6.43,29.38
PCJEWELLER.NS,154.76,12.9,37.02
PDMJEPAPER.NS,149.67,12.47,34.25
PDSL.NS,9.22,0.77,20.84
PEARLPOLY.NS,27.08,2.26,30.6
PEL.NS,17.66,1.47,18.29
PENIND.NS,34.51,2.88,27.09
PENINLAND.NS,-10.0,-0.83,31.03
PERSISTENT.NS,51.59,4.3,17.13
PETRONET.NS,36.24,3.02,16.61
PFC.NS,9.21,0.77,22.19
PFIZER.NS,7.87,0.65,15.03
PFOCUS.NS,27.69,2.31,28.27
PFS.NS,0.4,0.03,32.08
PGEL.NS,140.64,11.72,33.42
PGHH.NS,-15.23,-1.27,7.88
PGHL.NS,7.07,0.59,10.82
PGIL.NS,71.29,5.94,27.9
PHOENIXLTD.NS,30.85,2.57,23.8
PIDILITIND.NS,4.09,0.34,10.29
PIGL.NS,193.76,16.14,35.92
PIIND.NS,6.97,0.58,12.29
PILANIINVS.NS,44.33,3.69,26.55
PILITA.NS,-0.29,-0.03,28.05
PIONEEREMB.NS,31.42,2.62,25.24
PITTIENG.NS,64.67,5.39,21.01
PIXTRANS.NS,68.94,5.74,24.96
PKTEA.NS,105.48,8.79,32.05
PLASTIBLEN.NS,-18.41,-1.53,23.1
PLATIND.NS,107.51,11.94,32.44
PLAZACABLE.NS,-31.3,-2.61,18.27
PNB.NS,4.02,0.34,17.1
PNBGILTS.NS,16.81,1.4,22.45
PNBHOUSING.NS,6.39,0.53,23.27
PNC.NS,4.75,0.4,26.81
PNCINFRA.NS,-12.71,-1.06,24.44
PNGJL.NS,-6.26,-2.09,21.05
POCL.NS,142.8,11.9,38.72
PODDARHOUS.NS,-72.63,-6.05,19.41
PODDARMENT.NS,-3.72,-0.31,19.21
POKARNA.NS,89.87,7.49,25.14
POLICYBZR.NS,100.79,8.4,23.49
POLYCAB.NS,26.34,2.19,17.22
POLYMED.NS,55.36,4.61,23.01
POLYPLEX.NS,24.22,2.02,21.23
PONNIERODE.NS,-0.04,-0.0,18.66
POONAWALLA.NS,-37.08,-3.09,18.35
POWERGRID.NS,19.68,1.64,13.63
POWERINDIA.NS,93.86,7.82,29.39
POWERMECH.NS,6.46,0.54,21.79
PPAP.NS,-13.94,-1.16,23.07
PPL.NS,15.94,1.33,25.48
PPLPHARMA.NS,55.26,4.61,19.67
PRAENG.NS,34.85,2.9,29.25
PRAJIND.NS,34.92,2.91,20.27
PRAKASH.NS,-1.23,-0.1,27.24
PRAKASHSTL.NS,-9.25,-0.77,28.55
PRAXIS.NS,-35.53,-2.96,35.64
PRECAM.NS,32.85,2.74,27.32
PRECOT.NS,64.62,5.39,26.42
PRECWIRE.NS,33.67,2.81,28.16
PREMEXPLN.NS,62.23,5.19,39.38
PREMIER.NS,45.52,3.79,30.29
PREMIERENE.NS,17.82,5.94,26.45
PREMIERPOL.NS,69.29,5.77,32.09
PRESTIGE.NS,46.01,3.83,23.7
PRICOLLTD.NS,30.8,2.57,17.04
PRIMESECU.NS,59.4,4.95,24.81
PRINCEPIPE.NS,-64.0,-5.33,16.91
PRITI.NS,-60.52,-5.04,27.33
PRITIKAUTO.NS,-20.19,-1.68,29.99
PRIVISCL.NS,46.07,3.84,21.38
PROZONER.NS,-28.77,-2.4,25.09
PRSMJOHNSN.NS,-5.31,-0.44,20.5
PRUDENT.NS,85.28,7.11,25.57
PRUDMOULI.NS,75.38,6.28,37.84
PSB.NS,11.31,0.94,24.18
PSPPROJECT.NS,-19.2,-1.6,14.83
PTC.NS,-27.92,-2.33,24.45
PTCIL.NS,76.37,6.36,26.38
PTL.NS,-1.11,-0.09,16.11
PUNJABCHEM.NS,-18.86,-1.57,23.94
PURVA.NS,110.23,9.19,39.16
PVP.NS,90.71,7.56,38.07
PVRINOX.NS,-23.14,-1.93,14.24
PVSL.NS,-40.7,-4.52,19.69
PYRAMID.NS,6.74,0.56,23.87
QUESS.NS,24.19,2.02,19.92
QUICKHEAL.NS,59.37,4.95,29.82
QUINTEGRA.NS,27.1,2.26,17.75
RACE.NS,-17.14,-1.43,17.17
RACLGEAR.NS,-8.85,-8.85,15.6
RADAAN.NS,188.87,15.74,45.37
RADHIKAJWE.NS,100.88,8.41,35.91
RADIANTCMS.NS,-22.62,-1.88,14.98
RADICO.NS,36.98,3.08,17.64
RADIOCITY.NS,-26.96,-2.25,22.91
RAILTEL.NS,6.83,0.57,29.81
RAIN.NS,10.35,0.86,23.2
RAINBOW.NS,23.6,1.97,19.13
RAJESHEXPO.NS,-43.82,-3.65,16.79
RAJMET.NS,-11.93,-0.99,30.87
RAJRATAN.NS,-50.77,-4.23,15.86
RAJRILTD.NS,19.29,1.61,21.17
RAJSREESUG.NS,7.65,0.64,29.22
RAJTV.NS,62.7,5.23,38.02
RAJVIR.NS,60.17,5.47,6.4
RALLIS.NS,11.39,0.95,18.86
RAMANEWS.NS,8.1,0.67,27.8
RAMAPHO.NS,-10.17,-0.85,21.27
RAMASTEEL.NS,1.96,0.16,29.02
RAMCOCEM.NS,-9.45,-0.79,13.06
RAMCOIND.NS,26.75,2.23,19.56
RAMCOSYS.NS,44.88,3.74,27.16
RAMKY.NS,-20.02,-1.67,32.34
RAMRAT.NS,70.11,5.84,25.01
RANASUG.NS,-22.29,-1.86,20.4
RANEENGINE.NS,21.12,1.76,30.55
RANEHOLDIN.NS,34.48,2.87,23.68
RATEGAIN.NS,-17.51,-1.46,17.77
RATNAMANI.NS,-3.4,-0.28,14.5
RATNAVEER.NS,50.66,4.22,30.55
RAYMOND.NS,2.89,0.24,28.62
RAYMONDLSL.NS,-16.76,-5.59,18.91
RBA.NS,-37.23,-3.1,16.94
RBL.NS,15.11,1.26,26.49
RBLBANK.NS,-60.52,-5.04,19.31
RBZJEWEL.NS,75.79,6.32,31.19
RCF.NS,7.85,0.66,26.67
RCOM.NS,21.12,1.76,24.56
RECLTD.NS,17.88,1.49,22.62
REDINGTON.NS,13.43,1.12,15.06
REDTAPE.NS,68.28,5.69,21.79
REFEX.NS,169.52,14.13,37.63
REGENCERAM.NS,70.32,5.86,34.17
RELAXO.NS,-37.84,-3.15,11.85
RELCHEMQ.NS,-44.34,-3.7,23.68
RELIABLE.NS,25.45,2.12,30.98
RELIANCE.NS,-10.36,-0.86,9.28
RELIGARE.NS,36.44,3.04,16.15
RELINFRA.NS,51.06,4.25,38.57
REMSONSIND.NS,5.59,0.46,26.91
RENUKA.NS,-19.37,-1.61,21.86
REPCOHOME.NS,1.05,0.09,21.44
REPL.NS,34.33,2.86,24.83
REPRO.NS,-44.87,-3.74,21.76
RESPONIND.NS,-25.32,-2.11,19.87
RGL.NS,62.63,5.22,29.45
RHFL.NS,86.38,7.2,50.06
RHIM.NS,-46.47,-3.87,19.02
RHL.NS,78.77,6.56,30.02
RICOAUTO.NS,0.11,0.01,25.06
RIIL.NS,-26.17,-2.18,22.41
RISHABH.NS,-58.77,-4.9,20.68
RITCO.NS,34.82,2.9,26.64
RITES.NS,9.21,0.77,26.14
RKDL.NS,29.78,2.48,27.57
RKEC.NS,24.36,2.03,28.91
RKFORGE.NS,17.07,1.42,21.39
RKSWAMY.NS,-4.91,-0.55,21.78
RML.NS,11.14,0.93,31.06
ROHLTD.NS,6.28,0.53,21.2
ROLEXRINGS.NS,-19.79,-1.65,21.59
ROLLT.NS,82.96,6.91,36.61
ROLTA.NS,52.69,4.39,31.59
ROML.NS,20.25,1.69,26.06
ROSSARI.NS,-5.55,-0.46,15.44
ROSSELLIND.NS,-96.47,-8.04,64.28
ROTO.NS,37.88,3.16,26.61
ROUTE.NS,-17.62,-1.47,13.34
RPEL.NS,17.66,4.42,29.94
RPGLIFE.NS,57.56,4.8,21.72
RPOWER.NS,70.41,5.87,37.64
RPPINFRA.NS,69.64,5.8,32.89
RPPL.NS,7.21,0.6,29.39
RPSGVENT.NS,45.19,3.77,28.42
RPTECH.NS,15.68,1.57,23.24
RRKABEL.NS,-13.68,-1.14,16.14
RSSOFTWARE.NS,165.8,13.82,41.7
RSWM.NS,-2.2,-0.18,22.07
RSYSTEMS.NS,-13.74,-1.14,18.5
RTNINDIA.NS,-19.07,-1.59,25.93
RTNPOWER.NS,71.15,5.93,33.61
RUBFILA.NS,-11.57,-2.89,16.17
RUBYMILLS.NS,12.65,1.06,25.06
RUCHINFRA.NS,-3.74,-0.31,26.69
RUCHIRA.NS,-5.87,-0.49,19.05
RUPA.NS,-5.61,-0.47,18.93
RUSHIL.NS,-22.22,-1.85,19.98
RUSTOMJEE.NS,2.52,0.21,16.12
RVHL.NS,68.87,5.74,35.03
RVNL.NS,103.99,8.67,37.28
RVTH.NS,-20.69,-6.9,26.4
S&SPOWER.NS,124.0,10.34,32.7
SABEVENTS.NS,173.71,14.48,41.89
SABTNL.NS,290.85,29.09,119.22
SADBHAV.NS,14.84,1.24,32.93
SADBHIN.NS,35.3,2.94,32.16
SADHNANIQ.NS,-62.57,-5.21,27.72
SAFARI.NS,35.91,2.99,18.03
SAGARDEEP.NS,-3.52,-0.29,25.88
SAGCEM.NS,-20.55,-1.71,17.6
SAGILITY.NS,21.1,21.1,32.06
SAH.NS,-33.02,-2.75,27.07
SAHYADRI.NS,-26.57,-2.21,19.04
SAIL.NS,-11.02,-0.92,22.06
SAKAR.NS,-28.18,-2.35,16.99
SAKHTISUG.NS,8.63,0.72,28.31
SAKSOFT.NS,-23.93,-1.99,24.45
SAKUMA.NS,1.33,0.11,33.75
SALASAR.NS,23.96,2.0,34.28
SALONA.NS,-4.88,-0.41,18.6
SALSTEEL.NS,-14.99,-1.25,26.16
SALZERELEC.NS,162.53,13.54,34.99
SAMBHAAV.NS,88.58,7.38,33.39
SAMHI.NS,9.01,0.75,19.73
SAMMAANCAP.NS,-26.38,-2.2,20.62
SAMPANN.NS,46.15,3.85,33.54
SANCO.NS,9.53,0.79,39.06
SANDESH.NS,35.16,2.93,21.46
SANDHAR.NS,-2.88,-0.24,20.69
SANDUMA.NS,-15.98,-1.33,31.01
SANGAMIND.NS,-2.15,-0.18,25.78
SANGHIIND.NS,-80.07,-6.67,21.71
SANGHVIMOV.NS,-26.22,-2.18,32.67
SANGINITA.NS,-65.75,-5.48,26.38
SANOFI.NS,-25.6,-2.13,17.5
SANOFICONR.NS,-3.69,-1.23,10.56
SANSERA.NS,31.36,2.61,17.29
SANSTAR.NS,0.56,0.11,21.76
SANWARIA.NS,6.46,0.54,29.0
SAPPHIRE.NS,6.22,0.52,18.4
SARDAEN.NS,68.39,5.7,25.94
SAREGAMA.NS,27.67,2.3,24.22
SARLAPOLY.NS,80.65,6.72,30.9
SARVESHWAR.NS,69.63,5.8,36.56
SASKEN.NS,41.06,3.42,22.32
SASTASUNDR.NS,-33.49,-2.79,23.02
SATIA.NS,-41.75,-3.48,17.69
SATIN.NS,-48.67,-4.06,20.09
SATINDLTD.NS,-5.68,-0.47,24.03
SAURASHCEM.NS,-8.96,-0.9,25.05
SBC.NS,39.65,3.31,28.03
SBCL.NS,8.88,0.74,21.41
SBFC.NS,-12.23,-1.02,17.03
SBGLP.NS,69.28,5.77,25.85
SBICARD.NS,-13.3,-1.11,9.92
SBILIFE.NS,-5.46,-0.46,11.94
SBIN.NS,18.75,1.56,12.06
SCHAEFFLER.NS,7.08,0.59,18.6
SCHAND.NS,-28.21,-2.35,17.38
SCHNEIDER.NS,60.85,5.07,28.37
SCI.NS,20.39,1.7,30.35
SCILAL.NS,36.52,4.06,35.3
SCPL.NS,-3.53,-0.29,27.98
SDBL.NS,-8.14,-0.68,22.5
SEAMECLTD.NS,9.04,0.75,21.89
SECMARK.NS,-23.32,-1.94,27.9
SECURCRED.NS,-150.69,-12.56,37.85
SECURKLOUD.NS,-28.98,-2.41,28.59
SEJALLTD.NS,95.69,7.98,28.58
SELAN.NS,52.44,4.37,26.8
SELMC.NS,-65.28,-5.44,28.84
SEMAC.NS,-101.92,-8.49,51.91
SENCO.NS,48.6,4.05,28.07
SEPC.NS,10.96,0.91,33.76
SEQUENT.NS,51.55,4.3,30.07
SERVOTECH.NS,69.93,5.83,28.25
SESHAPAPER.NS,-14.74,-1.23,16.91
SETCO.NS,186.88,15.57,46.36
SETUINFRA.NS,13.18,1.1,37.83
SEYAIND.NS,20.86,1.74,32.14
SFL.NS,-30.18,-2.51,14.2
SGIL.NS,29.9,2.49,26.62
SGL.NS,19.48,1.62,34.08
SHAH.NS,3.75,0.31,31.08
SHAHALLOYS.NS,25.36,2.11,34.93
SHAILY.NS,152.34,12.7,29.2
SHAKTIPUMP.NS,174.95,14.58,32.99
SHALBY.NS,-29.5,-2.46,20.32
SHALPAINTS.NS,-32.45,-2.7,23.73
SHANKARA.NS,-3.59,-0.3,18.55
SHANTI.NS,-7.11,-0.59,32.57
SHANTIGEAR.NS,-33.14,-2.76,16.51
SHARDACROP.NS,63.28,5.27,21.01
SHARDAMOTR.NS,38.01,3.17,25.13
SHAREINDIA.NS,-27.52,-2.29,15.22
SHEKHAWATI.NS,107.07,8.92,38.07
SHEMAROO.NS,10.03,0.84,29.4
SHILPAMED.NS,92.51,7.71,24.36
SHIVALIK.NS,12.87,1.07,25.7
SHIVAMAUTO.NS,-1.53,-0.13,34.24
SHIVAMILLS.NS,1.47,0.12,28.23
SHIVATEX.NS,33.31,2.78,26.41
SHK.NS,53.33,4.44,26.05
SHOPERSTOP.NS,-6.65,-0.55,17.86
SHRADHA.NS,99.47,8.29,33.09
SHREDIGCEM.NS,-13.53,-1.13,16.94
SHREECEM.NS,-12.68,-1.06,12.31
SHREEPUSHK.NS,38.72,3.23,22.92
SHREERAMA.NS,52.27,4.36,26.95
SHRENIK.NS,-47.55,-3.96,33.28
SHREYANIND.NS,-4.55,-0.38,23.44
SHREYAS.NS,33.33,3.33,24.49
SHRIPISTON.NS,26.26,2.19,19.37
SHRIRAMFIN.NS,35.43,2.95,17.91
SHRIRAMPPS.NS,-19.37,-1.62,23.8
SHYAMCENT.NS,-47.18,-3.93,24.72
SHYAMMETL.NS,14.24,1.19,20.55
SHYAMTEL.NS,147.9,12.32,41.82
SICALLOG.NS,-21.94,-1.83,28.59
SIEMENS.NS,52.08,4.34,18.13
SIGACHI.NS,10.41,0.87,29.18
SIGIND.NS,1.09,0.09,26.49
SIGMA.NS,-45.51,-3.79,20.76
SIGNATURE.NS,32.72,2.73,21.06
SIGNPOST.NS,-11.48,-1.15,30.15
SIKKO.NS,-13.4,-1.12,29.03
SIL.NS,-1.97,-0.16,23.03
SILGO.NS,44.94,3.75,33.57
SILINV.NS,39.37,3.28,24.2
SILLYMONKS.NS,39.54,3.3,30.22
SILVERTUC.NS,-12.43,-1.03,13.12
SIMBHALS.NS,-43.58,-3.63,27.42
SIMPLEXINF.NS,144.03,12.0,35.97
SINCLAIR.NS,-1.88,-0.24,19.87
SINDHUTRAD.NS,-10.89,-0.91,41.71
SINTERCOM.NS,9.5,0.79,16.68
SIRCA.NS,-24.78,-2.06,17.6
SIS.NS,-23.75,-1.98,14.56
SITINET.NS,3.44,0.29,32.34
SIYSIL.NS,62.14,5.18,20.29
SJS.NS,59.89,4.99,20.37
SJVN.NS,9.51,0.79,27.97
SKFINDIA.NS,0.22,0.02,19.01
SKIL.NS,-27.12,-2.26,18.34
SKIPPER.NS,87.57,7.3,32.93
SKMEGGPROD.NS,-42.32,-3.53,26.83
SKYGOLD.NS,151.45,12.62,35.77
SMARTLINK.NS,14.49,1.21,30.54
SMCGLOBAL.NS,37.47,3.12,21.13
SMLISUZU.NS,19.72,1.64,25.37
SMLT.NS,-41.66,-3.47,29.27
SMSLIFE.NS,88.78,7.4,32.47
SMSPHARMA.NS,66.87,5.57,29.38
SNOWMAN.NS,3.84,0.32,26.63
SOBHA.NS,56.25,4.69,28.42
SOFTTECH.NS,70.18,5.85,30.45
SOLARA.NS,68.41,5.7,32.78
SOLARINDS.NS,30.52,2.54,20.6
SOMANYCERA.NS,-10.88,-0.91,17.74
SOMATEX.NS,74.91,6.24,30.69
SOMICONVEY.NS,100.67,8.39,34.36
SONACOMS.NS,-12.06,-1.0,16.48
SONAMLTD.NS,86.46,7.21,31.06
SONATSOFTW.NS,-10.85,-0.9,21.37
SOTL.NS,45.24,3.77,22.37
SOUTHBANK.NS,-8.41,-0.7,18.94
SOUTHWEST.NS,-16.91,-1.41,30.36
SPAL.NS,38.99,3.25,23.92
SPANDANA.NS,-127.54,-10.63,21.27
SPARC.NS,-26.55,-2.21,27.65
SPCENET.NS,-36.7,-3.06,30.33
SPECIALITY.NS,-20.49,-1.71,21.77
SPENCERS.NS,-28.89,-2.41,28.05
SPIC.NS,-7.67,-0.64,23.06
SPLIL.NS,-13.48,-1.12,18.32
SPLPETRO.NS,24.81,2.07,20.29
SPMLINFRA.NS,100.22,8.35,35.75
SPORTKING.NS,45.37,3.78,26.43
SREEL.NS,-45.71,-3.81,19.08
SRF.NS,-6.71,-0.56,13.39
SRGHFL.NS,30.22,2.52,18.12
SRHHYPOLTD.NS,34.71,2.89,24.41
SRM.NS,68.38,8.55,30.63
SRPL.NS,44.83,3.74,38.93
SSDL.NS,-17.01,-4.25,20.88
SSWL.NS,-33.32,-2.78,15.61
STANLEY.NS,-13.33,-2.22,19.07
STAR.NS,34.24,2.85,32.85
STARCEMENT.NS,16.82,1.4,19.13
STARHEALTH.NS,-11.43,-0.95,13.74
STARPAPER.NS,-1.7,-0.14,17.94
STARTECK.NS,-15.82,-1.32,26.74
STCINDIA.NS,19.96,1.66,29.77
STEELCAS.NS,42.08,3.51,15.92
STEELCITY.NS,35.18,2.93,24.46
STEELXIND.NS,8.14,0.68,26.61
STEL.NS,18.25,1.52,25.72
STERTOOLS.NS,56.44,4.7,27.34
STLTECH.NS,-19.96,-1.66,18.9
STOVEKRAFT.NS,70.73,5.9,24.16
STYLAMIND.NS,28.81,2.4,17.82
STYLEBAAZA.NS,-16.97,-5.66,25.86
STYRENIX.NS,73.46,6.12,20.97
SUBEXLTD.NS,-40.28,-3.36,25.23
SUBROS.NS,12.24,1.02,23.85
SUDARSCHEM.NS,67.26,5.61,22.6
SUKHJITS.NS,2.63,0.22,19.27
SULA.NS,-19.75,-1.65,16.43
SUMEETINDS.NS,88.73,8.87,48.75
SUMICHEM.NS,22.93,1.91,17.38
SUMIT.NS,114.33,9.53,30.28
SUMMITSEC.NS,82.26,6.85,30.46
SUNCLAY.NS,42.57,3.55,23.42
SUNDARAM.NS,-28.59,-2.38,24.3
SUNDARMFIN.NS,23.75,1.98,21.47
SUNDARMHLD.NS,77.93,6.5,30.95
SUNDRMBRAK.NS,46.56,3.88,27.41
SUNDRMFAST.NS,-19.79,-1.65,13.72
SUNFLAG.NS,35.83,2.98,25.45
SUNPHARMA.NS,32.71,2.73,9.91
SUNTECK.NS,6.98,0.58,20.28
SUNTV.NS,1.86,0.16,15.43
SUPERHOUSE.NS,-25.93,-2.16,16.35
SUPERSPIN.NS,36.66,3.06,33.14
SUPRAJIT.NS,10.42,0.87,17.57
SUPREMEENG.NS,130.44,10.87,36.47
SUPREMEIND.NS,9.82,0.82,19.29
SUPREMEINF.NS,121.72,10.14,39.13
SUPRIYA.NS,85.08,7.09,27.18
SURAJEST.NS,74.16,6.18,30.36
SURANASOL.NS,43.44,3.62,30.23
SURANAT&P.NS,30.5,2.54,30.03
SURYALAXMI.NS,1.64,0.14,24.35
SURYAROSNI.NS,-30.35,-2.53,25.24
SURYODAY.NS,-11.56,-0.96,22.05
SUTLEJTEX.NS,18.13,1.51,27.35
SUULD.NS,-33.66,-2.81,30.1
SUVEN.NS,57.87,4.82,30.66
SUVENPHAR.NS,53.27,4.44,20.45
SUVIDHAA.NS,-62.47,-5.21,24.6
SUYOG.NS,9.37,2.34,18.0
SUZLON.NS,50.99,4.25,24.56
SVLL.NS,23.01,1.92,22.64
SVPGLOB.NS,-52.67,-4.39,27.92
SWANENERGY.NS,40.8,3.4,29.9
SWARAJENG.NS,17.12,1.43,16.29
SWELECTES.NS,77.49,6.46,35.61
SWIGGY.NS,26.58,26.58,32.1
SWSOLAR.NS,-1.66,-0.14,27.43
SYMPHONY.NS,43.62,3.64,21.57
SYNCOMF.NS,28.99,2.42,29.85
SYNGENE.NS,19.69,1.64,12.43
SYRMA.NS,-15.73,-1.31,22.38
TAINWALCHM.NS,73.36,6.11,29.03
TAJGVK.NS,47.68,3.97,22.83
TAKE.NS,-31.67,-2.64,24.05
TALBROAUTO.NS,-6.37,-0.53,21.35
TANLA.NS,-56.33,-4.69,19.22
TARACHAND.NS,78.63,6.55,35.66
TARAPUR.NS,241.48,20.12,39.06
TARC.NS,20.79,1.73,28.41
TARIL.NS,46.34,11.58,30.81
TARMAT.NS,12.88,1.07,33.32
TARSONS.NS,-34.03,-2.84,18.72
TASTYBITE.NS,-23.74,-1.98,19.86
TATACHEM.NS,-14.43,-1.2,15.98
TATACOMM.NS,-3.88,-0.32,14.09
