Symbol,Yearly_Change,Avg_Month_Change,Avg_Month_Volatile
TARC.NS,20.96,1.75,28.41
TARIL.NS,46.31,11.58,30.81
TARMAT.NS,13.34,1.11,33.32
TARSONS.NS,-34.19,-2.85,18.72
TASTYBITE.NS,-23.5,-1.96,19.86
TATACHEM.NS,-14.6,-1.22,15.98
TATACOFFEE.NS,,,
TATACOMM.NS,-3.82,-0.32,14.09
TATACONSUM.NS,-19.49,-1.62,12.11
TATAELXSI.NS,-26.43,-2.2,14.56
TATAINVEST.NS,31.47,2.62,26.98
TATAMETALI.NS,-0.04,-0.04,2.99
TATAMOTORS.NS,-12.69,-1.06,15.29
TATAMTRDVR.NS,35.44,2.95,10.86
TATAPOWER.NS,12.34,1.03,17.42
TATASTEEL.NS,-6.87,-0.57,14.24
TATATECH.NS,-36.42,-3.03,10.81
TATVA.NS,-64.5,-5.38,20.37
TBOTEK.NS,16.42,2.35,23.86
TBZ.NS,76.61,6.38,33.95
TCI.NS,16.65,1.39,18.64
TCIEXP.NS,-52.85,-4.4,15.75
TCIFINANCE.NS,198.81,16.57,37.27
TCLCONS.NS,53.22,4.43,37.86
TCPLPACK.NS,36.59,3.05,16.87
TCS.NS,8.78,0.73,9.92
TDPOWERSYS.NS,52.7,4.39,22.67
TEAMLEASE.NS,-7.89,-0.66,17.45
TECHIN.NS,140.5,11.71,41.13
TECHM.NS,26.12,2.18,11.64
TECHNOE.NS,71.7,5.97,25.74
TEGA.NS,28.35,2.36,21.78
TEJASNET.NS,41.4,3.45,27.59
TEMBO.NS,130.33,10.86,30.15
TERASOFT.NS,188.09,15.67,49.94
TEXINFRA.NS,21.76,1.81,26.85
TEXMOPIPES.NS,-14.74,-1.23,22.64
TEXRAIL.NS,18.55,1.55,27.13
TFCILTD.NS,31.99,2.67,32.59
TFL.NS,89.1,7.42,33.17
TGBHOTELS.NS,-24.62,-2.05,23.32
THANGAMAYL.NS,31.21,2.6,21.78
THEINVEST.NS,51.1,4.26,24.79
THEJO.NS,19.45,1.62,27.85
THEMISMED.NS,21.46,1.79,23.31
THERMAX.NS,38.98,3.25,21.27
THOMASCOOK.NS,41.26,3.44,23.01
THOMASCOTT.NS,107.2,8.93,33.16
THYROCARE.NS,36.92,3.08,19.89
TI.NS,51.57,4.3,23.05
TIIL.NS,14.02,1.17,27.89
TIINDIA.NS,-3.12,-0.26,17.83
TIJARIA.NS,123.44,10.28,44.75
TIL.NS,31.13,2.59,54.0
TIMESGTY.NS,43.28,3.61,27.86
TIMETECHNO.NS,95.1,7.93,27.02
TIMKEN.NS,-0.66,-0.06,19.29
TINPLATE.NS,-1.22,-1.22,3.79
TIPSFILMS.NS,-33.34,-2.78,34.59
TIPSMUSIC.NS,100.25,8.35,27.08
TIRUMALCHM.NS,42.21,3.52,23.22
TIRUPATIFL.NS,152.85,12.74,40.93
TITAGARH.NS,20.06,1.67,29.11
TITAN.NS,-12.17,-1.01,11.07
TMB.NS,-11.79,-0.98,9.59
TNPETRO.NS,-24.56,-2.05,17.65
TNPL.NS,-34.04,-2.84,19.92
TNTELE.NS,59.37,4.95,35.99
TOKYOPLAST.NS,-5.67,-0.47,26.2
TOLINS.NS,9.99,3.33,37.04
TORNTPHARM.NS,38.53,3.21,11.35
TORNTPOWER.NS,48.18,4.02,22.39
TOTAL.NS,-45.23,-3.77,22.18
TOUCHWOOD.NS,-24.7,-2.06,27.91
TPHQ.NS,115.76,9.65,34.93
TPLPLASTEH.NS,71.79,5.98,31.05
TRACXN.NS,-35.28,-2.94,21.47
TRANSWORLD.NS,9.77,4.89,21.06
TREEHOUSE.NS,-20.97,-1.75,30.71
TREJHARA.NS,37.51,3.12,27.28
TREL.NS,-15.31,-1.28,25.06
TRENT.NS,80.32,6.69,20.27
TRF.NS,66.51,5.54,31.83
TRIDENT.NS,-11.65,-0.97,18.51
TRIGYN.NS,-8.21,-0.68,27.38
TRITURBINE.NS,47.77,3.98,26.8
TRIVENI.NS,27.34,2.28,22.13
TRU.NS,-119.8,-9.98,36.99
TTKHLTCARE.NS,-5.63,-0.47,14.51
TTKPRESTIG.NS,13.12,1.09,13.05
TTL.NS,45.65,3.8,20.5
TTML.NS,-16.5,-1.38,23.94
TV18BRDCST.NS,7.14,7.14,7.61
TVSELECT.NS,17.06,1.42,25.66
TVSHLTD.NS,28.91,2.41,19.77
TVSMOTOR.NS,9.9,0.82,13.75
TVSSCS.NS,-17.15,-1.43,16.54
TVSSRICHAK.NS,-24.49,-2.04,16.15
TVTODAY.NS,-2.9,-0.24,19.02
TVVISION.NS,231.51,19.29,38.66
UBL.NS,10.49,0.87,11.71
UCAL.NS,37.58,3.13,25.9
UCOBANK.NS,5.62,0.47,22.24
UDAICEMENT.NS,-18.4,-2.3,20.32
UDS.NS,6.47,0.54,19.46
UEL.NS,389.98,32.5,521.92
UFLEX.NS,13.51,1.13,23.39
UFO.NS,2.19,0.18,27.58
UGARSUGAR.NS,-19.06,-1.59,22.11
UGROCAP.NS,-24.83,-2.07,19.43
UJJIVANSFB.NS,-56.25,-4.69,18.33
ULTRACEMCO.NS,5.84,0.49,10.33
UMAEXPORTS.NS,70.38,5.86,32.09
UMANGDAIRY.NS,47.09,3.92,35.51
UMESLTD.NS,27.85,2.32,34.47
UNICHEMLAB.NS,57.93,4.83,20.16
UNIDT.NS,2.52,0.21,22.56
UNIECOM.NS,-29.64,-7.41,23.82
UNIENTER.NS,-2.65,-0.22,20.17
UNIINFO.NS,23.24,1.94,38.62
UNIONBANK.NS,-7.43,-0.62,17.6
UNIPARTS.NS,-38.15,-3.18,13.18
UNITDSPR.NS,28.39,4.05,12.14
UNITECH.NS,74.81,6.23,45.6
UNITEDPOLY.NS,58.04,4.84,28.42
UNITEDTEA.NS,41.88,3.49,21.39
UNIVAFOODS.NS,64.32,5.36,6.51
UNIVASTU.NS,92.54,7.71,26.66
UNIVCABLES.NS,38.23,3.19,26.8
UNIVPHOTO.NS,-37.33,-3.11,26.78
UNOMINDA.NS,42.22,3.52,22.55
UPL.NS,-16.56,-1.38,14.81
URAVI.NS,20.73,1.73,28.22
URJA.NS,59.07,4.92,36.98
USHAMART.NS,25.78,2.15,23.39
USK.NS,19.35,1.61,37.61
UTIAMC.NS,28.37,2.36,16.08
UTKARSHBNK.NS,-48.69,-4.06,18.63
UTTAMSUGAR.NS,-49.34,-4.11,21.77
UYFINCORP.NS,-15.17,-7.58,18.02
V2RETAIL.NS,172.68,14.39,34.91
VADILALIND.NS,44.17,3.68,22.94
VAIBHAVGBL.NS,-31.06,-2.59,22.15
VAISHALI.NS,-3.91,-0.33,26.52
VAKRANGEE.NS,95.96,8.0,39.92
VALIANTLAB.NS,-45.99,-3.83,22.47
VALIANTORG.NS,-49.19,-4.1,16.86
VARDHACRLC.NS,-17.89,-1.49,17.42
VARDMNPOLY.NS,64.65,5.39,32.13
VARROC.NS,5.58,0.46,21.46
VASCONEQ.NS,-26.89,-2.24,27.48
VASWANI.NS,88.7,7.39,43.54
VBL.NS,15.24,1.27,15.51
VCL.NS,-11.41,-0.95,33.54
VEDL.NS,63.5,5.29,20.58
VEEDOL.NS,19.28,1.61,25.88
VENKEYS.NS,-8.9,-0.74,20.32
VENUSPIPES.NS,11.72,0.98,21.15
VENUSREM.NS,-31.75,-2.65,20.78
VERANDA.NS,-18.19,-1.52,29.21
VERTOZ.NS,-24.65,-2.05,36.4
VESUVIUS.NS,29.14,2.43,20.47
VETO.NS,17.53,1.46,23.42
VGUARD.NS,32.83,2.74,15.67
VHL.NS,38.36,3.2,24.85
VHLTD.NS,-11.56,-0.96,83.68
VIDHIING.NS,24.44,2.04,15.55
VIJAYA.NS,45.59,3.8,18.82
VIJIFIN.NS,92.58,7.72,35.33
VIKASECO.NS,-21.41,-1.78,23.66
VIKASLIFE.NS,1.15,0.1,25.92
VIMTALABS.NS,101.03,8.42,28.14
VINATIORGA.NS,3.19,0.27,15.58
VINCOFE.NS,-11.85,-5.92,20.16
VINDHYATEL.NS,-6.9,-0.58,24.88
VINEETLAB.NS,-31.42,-2.62,24.83
VINNY.NS,-50.45,-4.21,38.16
VINYLINDIA.NS,-28.18,-2.35,20.36
VIPCLOTHNG.NS,-2.24,-0.19,27.04
VIPIND.NS,-23.86,-1.99,16.98
VIPULLTD.NS,42.82,3.57,34.93
VIRINCHI.NS,-16.69,-1.39,24.88
VISAKAIND.NS,7.76,0.65,26.35
VISASTEEL.NS,51.47,4.29,25.29
VISESHINFO.NS,-36.92,-3.08,32.51
VISHAL.NS,-1.57,-1.57,1.82
VISHNU.NS,15.99,1.33,25.84
VISHWARAJ.NS,-11.03,-0.92,20.96
VIVIDHA.NS,-5.63,-0.47,32.15
VLEGOV.NS,95.82,7.99,34.93
VLSFINANCE.NS,56.57,4.71,24.72
VMART.NS,66.23,5.52,21.16
VOLTAMP.NS,29.32,2.44,26.81
VOLTAS.NS,55.3,4.61,17.0
VPRPL.NS,36.25,3.02,27.48
VRAJ.NS,-2.83,-0.57,23.09
VRLLOG.NS,-41.75,-3.48,15.54
VSSL.NS,8.71,0.73,21.09
VSTIND.NS,5.99,0.5,19.91
VSTL.NS,-35.6,-3.56,25.41
VSTTILLERS.NS,22.45,1.87,17.52
VTL.NS,22.38,1.87,15.08
WAAREEENER.NS,2.49,1.25,38.9
WABAG.NS,92.0,7.67,26.18
WALCHANNAG.NS,48.49,4.04,35.51
WANBURY.NS,82.74,6.89,31.55
WCIL.NS,-31.6,-10.53,24.06
WEALTH.NS,126.61,10.55,30.43
WEBELSOLAR.NS,205.66,17.14,43.28
WEIZMANIND.NS,19.89,1.66,24.5
WEL.NS,168.44,14.04,39.75
WELCORP.NS,25.81,2.15,20.21
WELENT.NS,48.77,4.06,22.43
WELINV.NS,30.03,2.5,22.73
WELSPUNLIV.NS,8.94,0.75,20.63
WENDT.NS,8.47,0.71,18.53
WESTLIFE.NS,3.61,0.3,16.42
WEWIN.NS,3.54,0.3,28.5
WHEELS.NS,-2.49,-0.21,19.5
WHIRLPOOL.NS,41.37,3.45,20.15
WILLAMAGOR.NS,-3.16,-0.26,26.56
WINDLAS.NS,80.82,6.73,26.92
WINDMACHIN.NS,194.52,16.21,46.49
WINSOME.NS,4.84,0.4,15.64
WIPL.NS,48.15,4.01,23.63
WIPRO.NS,22.52,1.88,13.76
WOCKPHARMA.NS,118.74,9.9,26.82
WONDERLA.NS,-13.02,-1.08,16.22
WORTH.NS,14.11,1.18,22.62
WSI.NS,-6.52,-0.54,28.8
WSTCSTPAPR.NS,-26.24,-2.19,17.61
XCHANGING.NS,-3.32,-0.28,22.01
XELPMOC.NS,14.5,1.21,27.36
XPROINDIA.NS,41.05,3.42,21.1
XTGLOBAL.NS,-18.71,-6.24,19.99
YAARI.NS,53.57,4.47,35.31
YASHO.NS,25.4,2.12,24.58
YATHARTH.NS,48.37,4.03,20.93
YATRA.NS,-28.84,-2.4,21.42
YESBANK.NS,-13.59,-1.13,19.53
YUKEN.NS,40.93,3.41,27.87
ZAGGLE.NS,98.03,8.17,30.12
ZEEL.NS,-80.02,-6.67,27.24
ZEELEARN.NS,24.81,2.07,30.38
ZEEMEDIA.NS,37.26,3.11,37.37
ZENITHEXPO.NS,109.89,9.16,38.92
ZENITHSTL.NS,7.98,0.66,32.2
ZENSARTECH.NS,21.07,1.75,18.92
ZENTEC.NS,113.83,9.49,26.82
ZFCVINDIA.NS,-32.12,-2.68,17.27
ZIMLAB.NS,-8.12,-0.68,21.4
ZODIAC.NS,105.69,8.81,34.64
ZODIACLOTH.NS,12.18,1.02,24.4
ZOMATO.NS,76.76,6.4,21.88
ZOTA.NS,51.94,4.33,19.76
ZUARI.NS,22.05,1.84,27.3
ZUARIIND.NS,58.93,4.91,29.49
ZYDUSLIFE.NS,29.1,2.42,14.87
ZYDUSWELL.NS,13.97,1.16,15.15
VMM.NS,-4.5,-4.5,10.66
MOBIKWIK.NS,-5.82,-5.82,22.24
SAILIFE.NS,-4.49,-4.49,7.92
INNOVANA.NS,-40.7,-3.39,26.84
DHANLAXMI.NS,inf,inf,0.0
ODIGMA.NS,0.0,0.0,0.0
ROSSTECH.NS,-0.2,-0.2,3.06
SURAKSHA.NS,0.3,0.3,1.46
EIEL.NS,53.59,53.59,88.18
NTPCGREEN.NS,4.69,4.69,25.28
RACLGEAR.NS,-8.24,-8.24,15.6
BLACKBUCK.NS,83.35,83.35,95.78
