Date,Close,High,Low,Open,Volume,Month_Change,Month_Volatile,Yearly_Change,Symbol
,20MICRONS.NS,20MICRONS.NS,20MICRONS.NS,20MICRONS.NS,20MICRONS.NS,,,,
2024-07-01,84.3,89.62,74.05,81.02,7111966,4.05,21.03,-7.99,INTLCONV.NS
2024-08-01,82.21,87.59,74.49,85.37,5608239,-3.7,17.59,-11.69,INTLCONV.NS
2024-09-01,98.26,109.38,79.6,82.5,27534409,19.1,37.41,7.42,INTLCONV.NS
2024-10-01,85.92,104.8,79.0,100.3,9822050,-14.34,32.66,-6.92,INTLCONV.NS
2024-11-01,84.86,92.9,78.86,87.3,3141883,-2.79,17.8,-9.72,INTLCONV.NS
2024-12-01,86.04,94.77,83.5,86.0,4498274,0.05,13.5,-9.67,INTLCONV.NS
2024-01-01,3.0,3.9,2.6,2.6,336989620,15.38,50.0,15.38,INVENTURE.NS
2024-02-01,2.8,3.35,2.75,3.05,66302646,-8.2,21.82,7.19,INVENTURE.NS
2024-03-01,2.1,2.9,2.1,2.8,32889702,-25.0,38.1,-17.81,INVENTURE.NS
2024-04-01,2.25,2.7,2.1,2.1,16347572,7.14,28.57,-10.67,INVENTURE.NS
2024-05-01,2.55,2.7,2.1,2.2,38662947,15.91,28.57,5.24,INVENTURE.NS
2024-06-01,2.88,3.07,2.5,2.6,130765392,10.77,22.8,16.01,INVENTURE.NS
2024-07-01,2.9,3.25,2.56,2.96,203555865,-2.03,26.95,13.98,INVENTURE.NS
2024-08-01,2.46,3.4,2.46,2.92,477584719,-15.75,38.21,-1.77,INVENTURE.NS
2024-09-01,2.32,2.56,2.21,2.49,160069429,-6.83,15.84,-8.6,INVENTURE.NS
2024-10-01,2.15,2.42,2.13,2.35,77187421,-8.51,13.62,-17.11,INVENTURE.NS
2024-11-01,2.21,2.28,2.01,2.18,46678559,1.38,13.43,-15.73,INVENTURE.NS
2024-12-01,2.11,2.42,2.08,2.29,47767612,-7.86,16.35,-23.59,INVENTURE.NS
2024-01-01,49.1,51.0,42.05,43.25,610596720,13.53,21.28,13.53,IOB.NS
2024-02-01,64.65,83.75,48.0,49.5,1770209069,30.61,74.48,44.13,IOB.NS
2024-03-01,59.95,70.3,55.05,65.0,304431468,-7.77,27.7,36.36,IOB.NS
2024-04-01,68.1,69.7,59.55,60.5,363337782,12.56,17.04,48.92,IOB.NS
2024-05-01,68.9,75.55,59.1,68.1,506987320,1.17,27.83,50.1,IOB.NS
2024-06-01,64.28,74.9,58.6,73.7,361338429,-12.78,27.82,37.32,IOB.NS
2024-07-01,66.7,72.6,61.0,64.6,524351010,3.25,19.02,40.57,IOB.NS
2024-08-01,60.77,68.46,59.21,66.9,186128514,-9.16,15.62,31.41,IOB.NS
2024-09-01,57.73,61.8,56.63,60.89,145507930,-5.19,9.13,26.22,IOB.NS
2024-10-01,54.46,58.08,48.44,57.75,148969118,-5.7,19.9,20.52,IOB.NS
2024-11-01,53.83,56.38,48.57,54.7,113595887,-1.59,16.08,18.93,IOB.NS
2024-12-01,52.75,59.94,51.9,53.83,182473961,-2.01,15.49,16.92,IOB.NS
2024-01-01,141.05,146.09,123.34,126.8,595701600,11.24,18.44,11.24,IOC.NS
2024-02-01,158.91,188.9,141.15,142.54,1150833758,11.48,33.83,22.72,IOC.NS
2024-03-01,161.02,171.19,147.44,161.21,562520770,-0.12,16.11,22.6,IOC.NS
2024-04-01,162.07,172.58,155.69,163.13,486056796,-0.65,10.85,21.96,IOC.NS
2024-05-01,155.88,167.88,148.54,162.07,513445918,-3.82,13.02,18.14,IOC.NS
2024-06-01,158.98,169.9,141.87,163.95,522496209,-3.03,19.76,15.1,IOC.NS
2024-07-01,174.38,178.51,154.21,159.34,732227888,9.44,15.76,24.54,IOC.NS
2024-08-01,176.97,182.49,163.01,182.0,353231386,-2.76,11.95,21.78,IOC.NS
2024-09-01,180.15,184.0,162.19,179.25,424411312,0.5,13.45,22.28,IOC.NS
2024-10-01,142.62,181.34,140.56,180.0,399319193,-20.77,29.01,1.51,IOC.NS
2024-11-01,138.63,145.74,129.5,144.3,309845761,-3.93,12.54,-2.41,IOC.NS
2024-12-01,137.7,145.1,133.54,138.22,262238939,-0.38,8.66,-2.79,IOC.NS
2024-01-01,437.76,491.4,423.88,459.35,6822592,-4.7,15.93,-4.7,IOLCP.NS
2024-02-01,399.78,447.49,386.74,441.86,7037596,-9.52,15.71,-14.22,IOLCP.NS
2024-03-01,361.45,413.0,350.55,407.05,15073461,-11.2,17.81,-25.43,IOLCP.NS
2024-04-01,393.7,414.0,367.15,368.3,4991024,6.9,12.76,-18.53,IOLCP.NS
2024-05-01,359.85,404.45,358.0,393.7,3543518,-8.6,12.97,-27.13,IOLCP.NS
2024-06-01,403.65,426.5,330.85,370.0,7800018,9.09,28.91,-18.03,IOLCP.NS
2024-07-01,432.7,448.9,385.0,404.5,9959935,6.97,16.6,-11.06,IOLCP.NS
2024-08-01,441.1,470.0,379.1,434.95,13955885,1.41,23.98,-9.65,IOLCP.NS
2024-09-01,474.35,537.7,428.55,442.1,32507404,7.29,25.47,-2.35,IOLCP.NS
2024-10-01,400.9,484.3,371.5,473.45,6232036,-15.32,30.36,-17.68,IOLCP.NS
2024-11-01,369.9,417.4,340.0,401.0,3152126,-7.76,22.76,-25.43,IOLCP.NS
2024-12-01,419.95,457.7,368.65,369.9,13725964,13.53,24.16,-11.9,IOLCP.NS
2024-01-01,509.05,578.69,490.94,561.63,5287026,-9.36,17.87,-9.36,IONEXCHANG.NS
2024-02-01,483.4,533.79,468.04,515.33,4861974,-6.2,14.05,-15.56,IONEXCHANG.NS
2024-03-01,505.5,515.83,433.37,487.84,5598004,3.62,19.03,-11.94,IONEXCHANG.NS
2024-04-01,566.62,583.13,509.84,512.89,7079843,10.48,14.38,-1.46,IONEXCHANG.NS
2024-05-01,508.95,574.35,443.99,566.62,4604172,-10.18,29.36,-11.64,IONEXCHANG.NS
2024-06-01,573.2,589.41,406.03,525.81,9246282,9.01,45.16,-2.63,IONEXCHANG.NS
2024-07-01,693.93,766.66,583.73,586.47,23271799,18.32,31.34,15.7,IONEXCHANG.NS
2024-08-01,647.48,740.77,638.55,699.81,10483625,-7.48,16.01,8.22,IONEXCHANG.NS
2024-09-01,637.01,707.55,630.67,647.98,11954224,-1.69,12.19,6.53,IONEXCHANG.NS
2024-10-01,702.0,705.0,605.4,639.0,7536012,9.86,16.45,16.38,IONEXCHANG.NS
2024-11-01,662.5,723.1,621.2,705.05,4215798,-6.04,16.4,10.35,IONEXCHANG.NS
2024-12-01,667.0,744.2,654.15,667.4,8041867,-0.06,13.77,10.29,IONEXCHANG.NS
2024-01-01,1117.08,1152.72,1058.04,1101.17,6970522,1.44,8.95,1.44,IPCALAB.NS
2024-02-01,1189.87,1260.37,1094.29,1121.51,12061223,6.1,15.18,7.54,IPCALAB.NS
2024-03-01,1233.89,1241.47,1119.07,1196.1,6396394,3.16,10.94,10.7,IPCALAB.NS
2024-04-01,1335.7,1370.71,1212.41,1237.48,15157187,7.94,13.06,18.64,IPCALAB.NS
2024-05-01,1148.89,1355.2,1143.35,1335.7,9838181,-13.99,18.53,4.65,IPCALAB.NS
2024-06-01,1126.5,1210.26,1049.02,1171.07,12916703,-3.81,15.37,0.84,IPCALAB.NS
2024-07-01,1304.24,1319.1,1110.15,1134.68,9762907,14.94,18.82,15.79,IPCALAB.NS
2024-08-01,1380.73,1426.0,1272.43,1304.24,12154530,5.86,12.07,21.65,IPCALAB.NS
2024-09-01,1496.19,1517.91,1373.24,1392.22,8968620,7.47,10.53,29.12,IPCALAB.NS
2024-10-01,1586.77,1706.47,1451.24,1496.14,10433469,6.06,17.59,35.18,IPCALAB.NS
2024-11-01,1540.58,1619.73,1487.35,1597.96,6874934,-3.59,8.9,31.59,IPCALAB.NS
2024-12-01,1585.0,1616.4,1470.5,1543.0,11281987,2.72,9.92,34.31,IPCALAB.NS
2024-01-01,394.24,402.66,351.09,359.71,46169696,9.6,14.69,9.6,IPL.NS
2024-02-01,373.22,430.21,362.06,398.57,64611312,-6.36,18.82,3.24,IPL.NS
2024-03-01,202.48,384.57,199.14,373.66,55211554,-45.81,93.12,-42.57,IPL.NS
2024-04-01,235.71,253.59,204.02,204.27,15928451,15.39,24.3,-27.18,IPL.NS
2024-05-01,214.08,251.8,202.97,235.71,17466450,-9.18,24.06,-36.36,IPL.NS
2024-06-01,231.83,262.96,190.82,219.12,15892445,5.8,37.81,-30.56,IPL.NS
2024-07-01,225.39,234.36,203.27,232.61,10913894,-3.1,15.29,-33.66,IPL.NS
2024-08-01,222.68,228.88,204.87,226.14,10784916,-1.53,11.72,-35.19,IPL.NS
2024-09-01,206.89,232.0,205.99,225.0,6150647,-8.05,12.63,-43.24,IPL.NS
2024-10-01,186.96,210.51,173.5,207.2,3968668,-9.77,21.33,-53.01,IPL.NS
2024-11-01,186.75,214.15,180.0,187.0,5467091,-0.13,18.97,-53.14,IPL.NS
2024-12-01,183.89,205.9,180.0,186.75,5545498,-1.53,14.39,-54.67,IPL.NS
2024-01-01,65.68,68.71,40.79,41.28,1229340030,59.11,68.45,59.11,IRB.NS
2024-02-01,62.45,71.54,55.54,68.36,501935410,-8.65,28.81,50.46,IRB.NS
2024-03-01,58.26,65.42,49.15,63.18,320544523,-7.79,33.1,42.68,IRB.NS
2024-04-01,67.66,72.74,58.41,58.51,559900242,15.64,24.53,58.31,IRB.NS
2024-05-01,65.77,76.17,60.4,67.66,1054360042,-2.79,26.11,55.52,IRB.NS
2024-06-01,64.65,77.88,58.05,74.34,2419716320,-13.03,34.16,42.49,IRB.NS
2024-07-01,66.15,71.75,61.29,64.97,1271494918,1.82,17.07,44.3,IRB.NS
2024-08-01,63.13,66.67,60.09,66.32,459809706,-4.81,10.95,39.49,IRB.NS
2024-09-01,60.94,65.37,57.89,63.38,513017033,-3.85,12.92,35.64,IRB.NS
2024-10-01,51.75,61.7,49.96,61.18,344300098,-15.41,23.5,20.23,IRB.NS
2024-11-01,53.29,53.72,44.97,53.1,316717318,0.36,19.46,20.59,IRB.NS
2024-12-01,54.9,61.99,52.89,53.34,384163244,2.92,17.21,23.51,IRB.NS
2024-01-01,234.31,277.26,167.63,170.0,876319628,37.83,65.4,37.83,IRCON.NS
2024-02-01,226.22,241.96,187.91,236.68,400039218,-4.42,28.76,33.41,IRCON.NS
2024-03-01,218.54,230.28,174.36,229.03,215420089,-4.58,32.07,28.83,IRCON.NS
2024-04-01,249.28,265.55,210.92,220.58,230943346,13.01,25.9,41.84,IRCON.NS
2024-05-01,269.43,299.92,218.09,249.28,325644400,8.08,37.52,49.92,IRCON.NS
2024-06-01,268.28,297.43,211.92,297.43,291949319,-9.8,40.35,40.12,IRCON.NS
2024-07-01,287.29,349.82,260.67,268.33,654845135,7.07,34.2,47.19,IRCON.NS
2024-08-01,259.78,289.52,257.84,288.53,150118811,-9.96,12.29,37.23,IRCON.NS
2024-09-01,226.79,261.87,217.04,260.67,103417265,-13.0,20.66,24.23,IRCON.NS
2024-10-01,217.64,231.5,191.83,228.55,115223826,-4.77,20.68,19.45,IRCON.NS
2024-11-01,209.75,221.49,182.94,219.0,96837250,-4.22,21.07,15.23,IRCON.NS
2024-12-01,218.8,237.7,206.76,209.75,92629468,4.31,14.96,19.55,IRCON.NS
2024-01-01,968.18,1037.24,858.8,883.77,146344315,9.55,20.78,9.55,IRCTC.NS
2024-02-01,918.84,984.33,868.91,979.38,69724816,-6.18,13.28,3.37,IRCTC.NS
2024-03-01,921.12,952.13,854.79,925.38,38976851,-0.46,11.39,2.91,IRCTC.NS
2024-04-01,1029.16,1058.94,921.42,921.47,72413846,11.69,14.92,14.6,IRCTC.NS
2024-05-01,1010.93,1128.39,964.52,1029.16,65036601,-1.77,16.99,12.82,IRCTC.NS
2024-06-01,980.12,1074.94,837.5,1074.94,79630116,-8.82,28.35,4.0,IRCTC.NS
2024-07-01,978.54,1049.67,931.38,980.86,58588219,-0.24,12.7,3.77,IRCTC.NS
2024-08-01,924.19,985.82,897.94,980.77,27604431,-5.77,9.79,-2.0,IRCTC.NS
2024-09-01,923.92,952.32,861.73,934.26,34863509,-1.11,10.51,-3.11,IRCTC.NS
2024-10-01,817.2,929.34,794.12,920.38,30982009,-11.21,17.03,-14.32,IRCTC.NS
2024-11-01,811.88,858.99,779.09,821.33,24954913,-1.15,10.26,-15.47,IRCTC.NS
2024-12-01,785.5,859.7,781.0,815.0,18298858,-3.62,10.08,-19.09,IRCTC.NS
2024-01-01,181.8,187.15,100.2,103.35,1043039351,75.91,86.78,75.91,IREDA.NS
2024-02-01,150.05,214.8,141.8,183.0,836673948,-18.01,51.48,57.9,IREDA.NS
2024-03-01,135.9,160.8,121.05,153.45,436417411,-11.44,32.84,46.46,IREDA.NS
2024-04-01,178.25,192.2,137.7,138.0,810972728,29.17,39.58,75.63,IREDA.NS
2024-05-01,184.8,196.8,158.7,178.25,585544026,3.67,24.01,79.31,IREDA.NS
2024-06-01,190.44,205.1,154.0,200.0,675758198,-4.78,33.18,74.53,IREDA.NS
2024-07-01,262.63,310.0,192.8,200.0,1710246030,31.32,60.79,105.84,IREDA.NS
2024-08-01,241.5,265.8,234.0,264.15,420752016,-8.57,13.59,97.27,IREDA.NS
2024-09-01,234.88,241.35,217.0,241.35,267397569,-2.68,11.22,94.59,IREDA.NS
2024-10-01,210.04,239.9,188.0,236.0,187316237,-11.0,27.61,83.59,IREDA.NS
2024-11-01,205.16,213.0,181.4,211.56,116707427,-3.03,17.42,80.56,IREDA.NS
2024-12-01,206.5,227.83,200.0,203.5,140932922,1.47,13.92,82.03,IREDA.NS
2024-01-01,173.52,191.01,96.89,99.07,3127407744,75.15,97.14,75.15,IRFC.NS
2024-02-01,145.39,181.55,126.46,178.33,1570875568,-18.47,43.56,56.68,IRFC.NS
2024-03-01,141.03,149.99,115.57,146.63,1142932625,-3.82,29.78,52.86,IRFC.NS
2024-04-01,155.79,162.68,134.04,143.85,943695053,8.3,21.37,61.16,IRFC.NS
2024-05-01,176.15,191.01,141.13,155.79,1490170623,13.07,35.34,74.23,IRFC.NS
2024-06-01,172.2,198.14,149.8,198.14,1088835736,-13.09,32.27,61.14,IRFC.NS
2024-07-01,191.85,226.87,162.63,172.18,2445064551,11.42,39.5,72.56,IRFC.NS
2024-08-01,176.96,193.83,173.5,192.84,644491862,-8.23,11.72,64.33,IRFC.NS
2024-09-01,157.86,179.27,150.88,177.88,399705004,-11.25,18.82,53.07,IRFC.NS
2024-10-01,155.11,159.03,132.08,157.84,546024728,-1.73,20.4,51.34,IRFC.NS
2024-11-01,148.53,160.13,137.05,156.3,374726888,-4.97,16.84,46.37,IRFC.NS
2024-12-01,148.25,166.9,147.01,148.81,423035482,-0.38,13.53,45.99,IRFC.NS
2024-01-01,134.75,142.5,130.2,130.2,1031626,3.49,9.45,3.49,IRIS.NS
2024-02-01,129.55,161.7,127.3,139.8,1280918,-7.33,27.02,-3.84,IRIS.NS
2024-03-01,114.6,135.1,106.15,132.45,790060,-13.48,27.27,-17.31,IRIS.NS
2024-04-01,155.15,155.15,114.6,114.6,1176856,35.38,35.38,18.07,IRIS.NS
2024-05-01,237.4,265.5,143.05,155.15,2385087,53.01,85.6,71.08,IRIS.NS
2024-06-01,209.0,232.65,202.72,232.65,331652,-10.17,14.76,60.92,IRIS.NS
2024-07-01,275.0,286.11,209.55,213.18,680595,29.0,36.54,89.92,IRIS.NS
2024-08-01,245.85,274.0,240.0,269.5,390962,-8.78,14.17,81.14,IRIS.NS
2024-09-01,340.55,340.55,238.0,245.85,502392,38.52,43.09,119.66,IRIS.NS
2024-10-01,381.15,387.6,313.65,347.35,497749,9.73,23.58,129.39,IRIS.NS
2024-11-01,421.2,441.2,385.0,400.2,571078,5.25,14.6,134.64,IRIS.NS
2024-12-01,436.0,478.3,425.0,429.6,133493,1.49,12.54,136.13,IRIS.NS
2024-01-01,85.15,90.9,81.15,82.75,5829842,2.9,12.01,2.9,IRISDOREME.NS
2024-02-01,76.65,88.7,73.85,85.8,2500048,-10.66,20.11,-7.76,IRISDOREME.NS
2024-03-01,73.9,89.8,71.7,79.3,4634037,-6.81,25.24,-14.57,IRISDOREME.NS
2024-04-01,78.5,83.95,72.8,74.0,2518287,6.08,15.32,-8.49,IRISDOREME.NS
2024-05-01,74.35,88.95,74.3,78.5,2976198,-5.29,19.72,-13.78,IRISDOREME.NS
2024-06-01,68.03,83.39,66.2,76.0,9607526,-10.49,25.97,-24.27,IRISDOREME.NS
2024-07-01,66.03,71.75,60.36,68.99,13701817,-4.29,18.87,-28.56,IRISDOREME.NS
2024-08-01,69.1,70.49,61.82,66.2,3317254,4.38,14.02,-24.18,IRISDOREME.NS
2024-09-01,72.86,79.24,68.55,70.45,8910848,3.42,15.59,-20.75,IRISDOREME.NS
2024-10-01,65.81,73.9,62.91,73.5,2360256,-10.46,17.47,-31.22,IRISDOREME.NS
2024-11-01,63.68,69.0,62.05,66.79,1593562,-4.66,11.2,-35.87,IRISDOREME.NS
2024-12-01,62.29,68.8,60.26,64.55,1464449,-3.5,14.17,-39.38,IRISDOREME.NS
2024-01-01,537.37,560.0,498.35,537.87,4076497,-0.09,12.37,-0.09,IRMENERGY.NS
2024-02-01,557.86,612.97,510.81,537.37,5718816,3.81,20.0,3.72,IRMENERGY.NS
2024-03-01,467.75,568.87,438.25,567.82,2640873,-17.62,29.8,-13.9,IRMENERGY.NS
2024-04-01,534.33,638.89,456.69,474.78,6800606,12.54,39.9,-1.36,IRMENERGY.NS
2024-05-01,473.78,588.16,452.01,534.33,3462824,-11.33,30.12,-12.69,IRMENERGY.NS
2024-06-01,447.22,500.35,430.18,498.35,3142677,-10.26,16.31,-22.95,IRMENERGY.NS
2024-07-01,460.48,475.43,434.61,449.51,2737478,2.44,9.39,-20.51,IRMENERGY.NS
2024-08-01,423.4,465.0,404.0,464.8,3731619,-8.91,15.1,-29.42,IRMENERGY.NS
2024-09-01,433.45,478.0,418.8,425.0,6066625,1.99,14.14,-27.43,IRMENERGY.NS
2024-10-01,397.35,450.0,363.4,433.0,2028629,-8.23,23.83,-35.66,IRMENERGY.NS
2024-11-01,371.2,419.95,360.6,410.9,975618,-9.66,16.46,-45.33,IRMENERGY.NS
2024-12-01,362.3,398.0,357.95,376.5,779030,-3.77,11.19,-49.1,IRMENERGY.NS
2024-01-01,801.68,846.58,689.86,703.49,12645885,13.96,22.72,13.96,ISEC.NS
2024-02-01,798.17,836.37,753.95,805.88,10798433,-0.96,10.93,13.0,ISEC.NS
2024-03-01,710.96,828.06,692.3,798.26,15868777,-10.94,19.61,2.06,ISEC.NS
2024-04-01,738.91,749.31,684.92,705.54,22076833,4.73,9.4,6.79,ISEC.NS
2024-05-01,714.75,758.7,706.45,756.25,8571703,-5.49,7.4,1.31,ISEC.NS
2024-06-01,757.55,781.8,672.05,737.55,13142434,2.71,16.33,4.02,ISEC.NS
2024-07-01,773.1,793.95,749.1,749.1,9853132,3.2,5.99,7.22,ISEC.NS
2024-08-01,823.65,882.9,723.0,779.8,18095996,5.62,22.12,12.85,ISEC.NS
2024-09-01,872.9,922.45,810.0,835.3,8103927,4.5,13.88,17.35,ISEC.NS
2024-10-01,867.6,898.7,820.1,877.2,9128107,-1.09,9.58,16.25,ISEC.NS
2024-11-01,872.65,885.0,828.0,867.6,2482192,0.58,6.88,16.83,ISEC.NS
2024-12-01,833.05,904.65,822.65,872.65,3648471,-4.54,9.97,12.3,ISEC.NS
2024-01-01,158.75,184.8,116.8,124.0,5140277,28.02,58.22,28.02,ISFT.NS
2024-02-01,157.65,191.75,153.35,160.0,3572008,-1.47,25.04,26.56,ISFT.NS
2024-03-01,109.35,162.95,107.5,160.0,1530229,-31.66,51.58,-5.1,ISFT.NS
2024-04-01,131.6,150.1,110.05,110.05,2422285,19.58,36.39,14.48,ISFT.NS
2024-05-01,121.0,141.0,117.05,131.6,2178004,-8.05,20.46,6.43,ISFT.NS
2024-06-01,125.09,132.5,110.0,126.95,1276841,-1.47,20.45,4.96,ISFT.NS
2024-07-01,136.73,144.0,120.6,125.09,2164954,9.31,19.4,14.27,ISFT.NS
2024-08-01,153.32,162.0,121.31,138.4,5673721,10.78,33.54,25.05,ISFT.NS
2024-09-01,154.96,191.71,147.55,154.0,8864848,0.62,29.93,25.67,ISFT.NS
2024-10-01,144.86,160.6,136.75,156.9,357484,-7.67,17.44,18.0,ISFT.NS
2024-11-01,133.92,150.99,130.5,149.1,214769,-10.18,15.7,7.82,ISFT.NS
2024-12-01,155.5,174.5,132.1,132.56,1314952,17.31,32.1,25.12,ISFT.NS
2024-01-01,1028.84,1066.09,942.33,982.97,2445719,4.67,13.13,4.67,ISGEC.NS
2024-02-01,848.83,1175.04,824.75,1027.2,2973457,-17.36,42.47,-12.7,ISGEC.NS
2024-03-01,895.46,951.4,807.79,841.7,2250624,6.39,17.78,-6.31,ISGEC.NS
2024-04-01,1094.71,1136.9,895.51,895.51,3111126,22.24,26.96,15.93,ISGEC.NS
2024-05-01,1071.92,1243.6,956.64,1094.71,4305618,-2.08,30.0,13.85,ISGEC.NS
2024-06-01,1241.61,1296.36,951.4,1087.03,2737616,14.22,36.26,28.07,ISGEC.NS
2024-07-01,1558.45,1584.08,1211.69,1230.34,2821567,26.67,30.73,54.74,ISGEC.NS
2024-08-01,1375.2,1586.92,1264.65,1558.45,3296604,-11.76,25.48,42.98,ISGEC.NS
2024-09-01,1380.15,1432.7,1313.15,1379.0,937553,0.08,9.1,43.06,ISGEC.NS
2024-10-01,1347.05,1460.0,1216.95,1366.35,1169928,-1.41,19.97,41.65,ISGEC.NS
2024-11-01,1434.85,1442.45,1226.0,1356.25,861403,5.8,17.65,47.45,ISGEC.NS
2024-12-01,1512.7,1675.55,1430.25,1455.0,2576686,3.97,17.15,51.41,ISGEC.NS
2024-01-01,427.58,466.21,423.56,448.83,282782852,-4.73,10.07,-4.73,ITC.NS
2024-02-01,393.44,433.58,386.76,428.01,376522654,-8.08,12.11,-12.81,ITC.NS
2024-03-01,420.88,430.37,392.39,401.77,486292810,4.76,9.68,-8.05,ITC.NS
2024-04-01,428.06,435.57,408.75,421.62,261999483,1.53,6.56,-6.53,ITC.NS
2024-05-01,419.02,438.23,414.99,428.06,332118569,-2.11,5.6,-8.64,ITC.NS
2024-06-01,417.49,433.95,395.83,426.44,351601711,-2.1,9.63,-10.74,ITC.NS
2024-07-01,495.35,510.65,422.55,426.3,414808775,16.2,20.85,5.46,ITC.NS
2024-08-01,501.9,509.3,479.55,495.95,249430023,1.2,6.2,6.66,ITC.NS
2024-09-01,518.15,528.5,497.15,504.0,255198871,2.81,6.31,9.47,ITC.NS
2024-10-01,488.8,519.75,470.0,518.15,270509552,-5.66,10.59,3.8,ITC.NS
2024-11-01,476.75,493.45,455.4,491.0,181113822,-2.9,8.36,0.9,ITC.NS
2024-12-01,465.65,479.3,451.65,476.0,241792486,-2.17,6.12,-1.27,ITC.NS
2024-01-01,633.35,668.72,440.77,452.92,14441505,39.84,51.72,39.84,ITDC.NS
2024-02-01,753.73,875.9,629.61,629.61,13974509,19.71,39.12,59.55,ITDC.NS
2024-03-01,629.36,782.23,575.05,765.09,2389106,-17.74,36.03,41.81,ITDC.NS
2024-04-01,661.45,724.23,599.26,641.72,2093360,3.07,20.85,44.89,ITDC.NS
2024-05-01,646.6,721.99,592.19,661.45,1649562,-2.25,21.92,42.64,ITDC.NS
2024-06-01,828.32,916.76,570.91,691.59,9857184,19.77,60.58,62.41,ITDC.NS
2024-07-01,820.14,927.57,742.47,833.55,8064185,-1.61,24.93,60.8,ITDC.NS
2024-08-01,728.02,829.91,697.57,822.98,1903372,-11.54,18.97,49.26,ITDC.NS
2024-09-01,671.95,735.0,653.2,733.0,857028,-8.33,12.52,40.93,ITDC.NS
2024-10-01,607.9,699.8,555.0,676.85,694777,-10.19,26.09,30.75,ITDC.NS
2024-11-01,641.2,655.0,499.9,610.55,734186,5.02,31.03,35.77,ITDC.NS
2024-12-01,618.7,683.0,610.15,641.2,481052,-3.51,11.94,32.26,ITDC.NS
2024-01-01,323.44,324.99,277.99,285.96,23580922,13.11,16.91,13.11,ITDCEM.NS
2024-02-01,329.33,373.79,307.69,323.99,24910924,1.65,21.48,14.75,ITDCEM.NS
2024-03-01,332.96,356.49,255.31,331.57,14627995,0.42,39.63,15.17,ITDCEM.NS
2024-04-01,377.78,394.17,319.66,335.36,13564179,12.65,23.31,27.82,ITDCEM.NS
2024-05-01,400.31,417.2,350.91,377.78,16642135,5.96,18.89,33.79,ITDCEM.NS
2024-06-01,524.02,536.28,350.91,423.63,30494401,23.7,52.83,57.48,ITDCEM.NS
2024-07-01,511.16,588.12,444.17,528.36,46750165,-3.26,32.41,54.23,ITDCEM.NS
2024-08-01,552.73,580.89,461.56,514.3,42575632,7.47,25.85,61.7,ITDCEM.NS
2024-09-01,528.85,615.0,466.6,557.95,42293645,-5.22,31.8,56.49,ITDCEM.NS
2024-10-01,565.45,694.3,491.1,524.05,57329289,7.9,41.38,64.39,ITDCEM.NS
2024-11-01,522.6,574.1,480.0,568.6,20601024,-8.09,19.6,56.3,ITDCEM.NS
2024-12-01,513.0,529.8,502.85,526.0,7985649,-2.47,5.36,53.82,ITDCEM.NS
2024-01-01,341.05,384.3,301.55,305.45,129101269,11.65,27.44,11.65,ITI.NS
2024-02-01,298.45,366.0,265.45,345.2,56326836,-13.54,37.88,-1.89,ITI.NS
2024-03-01,252.7,302.4,226.55,298.45,41905419,-15.33,33.48,-17.22,ITI.NS
2024-04-01,307.0,318.8,243.15,255.0,101341649,20.39,31.11,3.18,ITI.NS
2024-05-01,297.1,333.0,268.55,307.0,92940116,-3.22,24.0,-0.05,ITI.NS
2024-06-01,308.9,328.95,248.0,312.0,45748262,-0.99,32.64,-1.04,ITI.NS
2024-07-01,309.15,341.5,282.7,310.2,57403065,-0.34,20.8,-1.38,ITI.NS
2024-08-01,304.75,315.5,279.0,309.8,17789347,-1.63,13.08,-3.01,ITI.NS
2024-09-01,256.35,308.0,255.1,306.15,13416781,-16.27,20.74,-19.28,ITI.NS
2024-10-01,226.4,269.0,210.0,256.35,13786427,-11.68,28.1,-30.96,ITI.NS
2024-11-01,286.63,344.64,220.15,226.0,374083628,26.83,56.55,-4.13,ITI.NS
2024-12-01,340.85,404.0,279.6,284.0,363087487,20.02,44.49,15.88,ITI.NS
2024-01-01,11.41,12.17,10.41,11.22,10325070,1.69,16.91,1.69,IVC.NS
2024-02-01,9.42,12.36,9.27,11.55,7818082,-18.44,33.33,-16.75,IVC.NS
2024-03-01,8.89,9.89,7.99,9.42,6433878,-5.63,23.78,-22.37,IVC.NS
2024-04-01,9.56,10.03,8.94,9.08,7399103,5.29,12.19,-17.09,IVC.NS
2024-05-01,10.56,11.55,9.56,9.56,14863143,10.46,20.82,-6.63,IVC.NS
2024-06-01,12.27,13.24,9.65,10.94,24954349,12.16,37.2,5.53,IVC.NS
2024-07-01,14.12,17.49,11.72,12.37,62602765,14.15,49.23,19.68,IVC.NS
2024-08-01,12.13,14.41,11.89,14.13,10079166,-14.15,21.19,5.52,IVC.NS
2024-09-01,11.63,13.0,11.4,12.88,4903819,-9.7,14.04,-4.18,IVC.NS
2024-10-01,11.58,12.4,9.96,11.65,3663122,-0.6,24.5,-4.78,IVC.NS
2024-11-01,11.37,12.58,9.8,12.09,5795929,-5.96,28.37,-10.74,IVC.NS
2024-12-01,11.0,12.95,10.0,11.5,5846554,-4.35,29.5,-15.09,IVC.NS
2024-01-01,236.68,288.57,220.66,226.68,1931782,4.41,30.78,4.41,IVP.NS
2024-02-01,184.53,248.82,177.67,240.61,320066,-23.31,40.05,-18.9,IVP.NS
2024-03-01,153.84,188.37,145.68,186.57,269601,-17.54,29.3,-36.44,IVP.NS
